,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
186133,8/25/2020 9:16,6.54767E+15,fraud_Jast Ltd,shopping_net,4.76,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,5/5/1945,d463ffb0d5f391a970ee2ea9cb306d7a,1377422218,40.122317,-76.230257,0
148987,8/11/2020 21:25,3.77234E+14,fraud_Reichert-Weissnat,travel,1.97,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,2/14/1966,f7d383da6fe108db433a7b04c2d757c5,1376256351,39.559119,-78.268939,0
141733,8/10/2020 0:30,2.13179E+14,fraud_Friesen-Stamm,gas_transport,62.01,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,10/18/1976,f979b817f7cf3e2eab316d0afddd6cec,1376094623,46.050373,-117.714257,0
272845,9/30/2020 2:55,6.76282E+11,"fraud_Huel, Hammes and Witting",grocery_pos,79.97,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",3/25/1950,ab1bb302ccd16b9d10dfce43cb899fff,1380509739,30.74911,-84.336319,0
488323,12/16/2020 20:15,6.53463E+15,fraud_Shanahan-Lehner,personal_care,74.03,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,3/19/1998,4ac7ce5ff44860c8f4294019cd2f988c,1387224945,45.176439,-72.987667,0
247526,9/19/2020 20:46,4.9883E+12,fraud_Lemke and Sons,travel,3.04,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,3/17/1937,c8a6a6758c6a685e27c0e024f888d3d6,1379623583,41.194136,-74.482693,0
355205,11/5/2020 18:20,6.01163E+15,fraud_Eichmann-Kilback,home,81.68,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,11/19/1960,16e41efce0500d7ea474f057b5166937,1383675650,35.089327,-88.023679,0
443105,12/7/2020 7:38,4.15876E+15,"fraud_Connelly, Reichert and Fritsch",gas_transport,67.81,Dawn,Cox,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1/15/1995,c794460ff389210e48c516f082a713b2,1386401927,44.276686,-95.861152,0
135410,8/7/2020 20:50,2.24254E+15,"fraud_Bernhard, Grant and Langworth",shopping_pos,177.18,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,4/10/1996,ec12d13ecd84efe388742fd1e00bb470,1375908653,37.732366,-85.724206,0
163543,8/17/2020 16:11,4.30248E+15,fraud_Heaney-Marquardt,entertainment,131.2,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,5/25/1995,e63c54b9d05b812d4d36239cdd6c20b0,1376755895,42.44899,-85.553366,0
461218,12/11/2020 4:51,6.55425E+15,fraud_Rau and Sons,grocery_pos,112.35,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,12/22/1969,26a6273b6ed4a65beccdde03a3a44161,1386737514,33.632864,-116.906076,0
286182,10/6/2020 5:08,2.13179E+14,fraud_Schamberger-O'Keefe,grocery_pos,72.9,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",9/11/1993,2ad7880e8028d50b3a0b85f0bdae2907,1381036117,43.907109,-108.734775,0
384625,11/18/2020 2:14,3.05702E+13,fraud_Kilback LLC,food_dining,109.13,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,12/7/1945,8f5c78cbc28a2a46ff51270b3e3cfaad,1384740857,31.181536,-85.323622,0
185589,8/25/2020 4:42,3.00115E+13,fraud_Hermann-Gaylord,misc_pos,8.25,Lisa,Garcia,F,213 Gill Expressway,Chatham,NY,12037,42.3496,-73.5873,4015,Human resources officer,10/14/1971,aae3c0459153a64ec34b19a98960fd43,1377405766,42.059173,-73.573103,0
376646,11/15/2020 12:31,4.90885E+15,fraud_Lesch Ltd,shopping_pos,66.71,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",7/24/1992,fc85192c1172e4a57c807215a29abb6a,1384518678,32.013767,-96.891395,0
366035,11/10/2020 5:07,4.9883E+12,fraud_Kuhic Inc,grocery_pos,110.52,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,3/17/1937,d0764bdd502ad0b0f170b1dc930fa711,1384060025,41.027458,-73.774436,0
151243,8/12/2020 22:37,3.51237E+15,fraud_Powlowski-Weimann,food_dining,100.75,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,3/31/1985,f7c1f6539a8daa0fb988e9e4c21f7c79,1376347040,37.488505,-89.90377,0
549132,12/29/2020 23:24,2.26822E+15,fraud_Champlin-Casper,home,121.49,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1/2/1985,4c6ce95cb920a20f1abe42f1acda02b0,1388359453,45.342957,-121.679932,0
406674,11/28/2020 21:02,3.67227E+13,fraud_Mohr Inc,shopping_pos,2.46,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,10/28/1987,787fe4508f0a92956d9bab857d0ec71c,1385672538,33.705958,-111.429232,0
418165,12/1/2020 9:54,2.13161E+14,"fraud_Schaefer, McGlynn and Bosco",gas_transport,72.22,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,b30f5b9532518a2bd4e272d7b40476ca,1385891690,34.030139,-86.421484,0
343620,11/1/2020 0:55,3.0267E+13,"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.09,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,11/21/1976,9b97e31b1ba774fd9c71a828d8d94686,1383267334,37.934691,-78.149195,0
16816,6/27/2020 7:02,4.49249E+15,fraud_Lynch Ltd,shopping_pos,142.13,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,10/17/1986,0c544840edc228f08f0f036e01be8126,1372316577,38.314796,-82.071419,0
361975,11/8/2020 22:53,2.13196E+14,"fraud_Prosacco, Kreiger and Kovacek",home,149.76,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,7/24/1969,66bdf011d0774b11a635362e6cb5ddaf,1383951222,40.698208,-92.314067,0
14808,6/26/2020 11:16,3.00747E+13,fraud_Kutch-Hegmann,grocery_net,65.27,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,8/16/1993,2af0fafccf63b654e3d81ba381559318,1372245406,37.415479,-100.253791,0
462871,12/11/2020 16:00,3.5296E+15,fraud_Erdman-Ebert,personal_care,63.69,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,12/17/1986,38d988ca11cf45983a879cf3db8c70a9,1386777653,40.005328,-78.30322,0
420042,12/1/2020 16:40,3.51961E+15,fraud_Osinski Inc,personal_care,40.61,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",5/6/1929,6ecbdc1d375b8baa446aa106e7e402f7,1385916028,40.169252,-123.762572,0
307434,10/15/2020 19:02,3.03433E+13,fraud_Parker-Kunde,personal_care,126.46,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",3/20/1962,8c5fec8a17f44be1958573efa044ac3a,1381863734,41.529953,-79.83827,0
541595,12/28/2020 19:04,4.71656E+15,fraud_Ullrich Ltd,kids_pets,58.08,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,d8c89dfcff07f9be37a3bc5a6adef58b,1388257493,49.015288,-113.509556,0
328265,10/25/2020 8:25,2.13142E+14,fraud_Flatley-Durgan,misc_net,10.35,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,12/24/1984,cba2c5e6216b1058f64d0e4e33ed6563,1382689521,32.523016,-89.750162,0
291838,10/8/2020 23:51,6.01137E+15,fraud_Larkin Ltd,kids_pets,181.65,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,7/1/1997,917dc04624a3a75e95f96d2ee527272a,1381276311,41.400973,-77.337476,0
35519,7/3/2020 18:03,3.01507E+13,fraud_Lynch-Mohr,travel,2.18,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,6/19/1966,0727353071b69655e059d025e7252b54,1372874581,34.214132,-85.919027,0
493887,12/18/2020 12:12,6.01168E+15,fraud_Abshire PLC,entertainment,107.06,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,6/22/1956,3f33a7ea3e77a3332f001ee54fb73888,1387368778,37.041209,-87.406573,0
301682,10/13/2020 0:51,5.10481E+15,fraud_Brown PLC,misc_net,44.75,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,7/8/1978,2b1f8af749993096b37af2127be797f2,1381625463,40.961294,-73.62861,0
294311,10/10/2020 9:08,4.78323E+12,fraud_Kuvalis Ltd,gas_transport,49.85,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,4/22/1961,282ebc85376f269f4a994ecf0aeb5ed7,1381396101,38.998066,-98.752051,0
281152,10/4/2020 14:30,4.81084E+18,"fraud_Quitzon, Green and Bashirian",shopping_pos,334.53,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,8/31/1985,a297117bc1165ff77802a2297eee9296,1380897040,37.280654,-93.566295,0
325393,10/23/2020 20:17,3.56874E+15,fraud_Gaylord-Powlowski,home,78.8,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,3/13/1974,e37138b02422ed8417b153fb03eba913,1382559441,42.212533,-93.343834,0
157441,8/15/2020 20:02,4.99773E+15,fraud_Gerhold LLC,home,102.99,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,8/6/1971,1bfb779e09c62e6eb580ea0876fd0d17,1376596943,44.820611,-92.655541,0
442868,12/7/2020 6:26,4.15502E+15,"fraud_Mosciski, Gislason and Mertz",grocery_pos,93.89,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,ec40de13608405d0a409e7e46f967572,1386397573,34.121091,-99.342206,0
289641,10/7/2020 16:30,3.01318E+13,"fraud_Langosh, Wintheiser and Hyatt",food_dining,63.7,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",4/22/1994,f0aabb6d51d63a5c03d68d44d4efd8fb,1381163420,36.672778,-84.990278,0
536077,12/27/2020 21:20,4.8004E+15,fraud_Zboncak LLC,food_dining,32.76,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),4/2/1928,b36298ed8cdf5c9bdfbb4ac49504187d,1388179242,41.515898,-97.259649,0
2444,6/22/2020 3:27,4.51283E+18,fraud_Koepp-Witting,grocery_pos,112.28,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,d739c24f201e16c19861bcbddd68123b,1371871641,39.435013,-79.88922,0
235123,9/14/2020 5:50,4.49745E+18,"fraud_Lehner, Reichert and Mills",misc_pos,229.24,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",11/20/1992,0e234cf72965ca1677a3f664b98841a9,1379137833,32.099647,-92.063034,0
81324,7/19/2020 20:09,4.06714E+15,fraud_Abbott-Rogahn,entertainment,36.04,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,11/12/1986,2dbdd55fcf8c33b1847cd7df8eb471db,1374264585,34.064387,-87.186135,0
62483,7/13/2020 2:13,4.40001E+18,"fraud_Jenkins, Hauck and Friesen",gas_transport,88.86,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",9/15/1980,f273cf3ca43d157cc305c3f693447601,1373681637,42.242042,-98.52701,0
352029,11/3/2020 20:51,4.746E+12,fraud_Schmidt and Sons,shopping_net,284.15,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",10/7/1998,c8dabd827ef1f8b6fc51d8817915bdc8,1383511884,40.580379,-87.62538,0
371464,11/12/2020 19:44,3.51138E+15,fraud_Ernser-Feest,home,38.71,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,4/1/1973,9eb89798c16063ac58a94310b7c7f3bc,1384285449,33.878844,-85.857618,0
370112,11/11/2020 22:45,3.04077E+13,fraud_Wilkinson Ltd,entertainment,5.75,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,10/13/1991,9f2ef1f0e7649a82d2a2787d10bf18c2,1384209915,41.483047,-77.393127,0
373429,11/13/2020 21:19,2.13157E+14,"fraud_McCullough, Hudson and Schuster",food_dining,53.09,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,3d0e1130ef5dd832fb7d2b5da7762d26,1384377569,33.836652,-118.890301,0
56808,7/11/2020 4:50,4.42434E+15,fraud_McCullough LLC,misc_pos,5.16,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,11/12/1957,bb468f6f205b2144194183ca36f9478e,1373518252,41.004854,-84.168794,0
495928,12/18/2020 22:44,4.89042E+18,"fraud_Douglas, Schneider and Turner",shopping_pos,4.38,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,4/30/1979,649355f1ecff68eef3f33bfb1c84f0ed,1387406643,39.173738,-121.773784,0
334908,10/27/2020 12:56,2.28374E+15,fraud_Morissette LLC,entertainment,136.29,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,b8071de71d2ac6386333d3604001da9a,1382878583,34.422179,-84.008081,0
288053,10/6/2020 19:40,6.01168E+15,fraud_Schimmel-Olson,kids_pets,47.24,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,4/16/1974,ca530f22bc045751586b7da4680656b9,1381088403,41.940546,-105.830808,0
7136,6/23/2020 8:07,4.48826E+18,"fraud_Hermiston, Russel and Price",food_dining,64.86,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,8/23/1929,2bb881aa33f0f633c5f5dc0d365694fc,1371974859,34.548505,-80.812748,0
139487,8/9/2020 11:09,4.14964E+12,"fraud_Jenkins, Hauck and Friesen",gas_transport,71.81,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,6/14/1977,394004a1dfb10cca5e5bdd99dc9fd7fe,1376046551,33.785863,-87.264952,0
479877,12/15/2020 0:10,2.13174E+14,"fraud_Tillman, Dickinson and Labadie",gas_transport,72.32,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1/14/1969,4b5c80c528cd2e0ce83e9faf4d720878,1387066228,39.83376,-75.672232,0
517953,12/23/2020 1:18,3.00268E+13,fraud_Schmitt Ltd,misc_net,124.94,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,9/3/1979,9a38a6f0ee7986c8e0c7f3daec855e45,1387761532,32.135459,-90.40445,0
514179,12/22/2020 12:12,4.86131E+18,fraud_Dooley Inc,shopping_pos,7.68,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",12/16/1977,048dc90a3066c035f1463852aa6aee92,1387714355,30.735932,-90.644373,0
414958,11/30/2020 20:19,6.01165E+15,"fraud_Gutmann, McLaughlin and Wiza",home,24.13,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,10/26/1988,f3d3144348efce47b03ecf03dbd0803c,1385842777,37.325061,-92.356953,0
334616,10/27/2020 10:27,4.41058E+18,"fraud_Hagenes, Kohler and Hoppe",food_dining,267.59,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",3/2/1969,54a4e66c054239710049257cbc2e2424,1382869665,31.831531,-82.128799,0
7467,6/23/2020 10:50,2.28624E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,40.07,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,5/27/1950,0c09186120c55a5cbd6cb511a36b01d5,1371984612,38.698423,-93.903441,0
463961,12/11/2020 21:37,3.42351E+14,"fraud_Douglas, Schneider and Turner",shopping_pos,1.07,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,6/8/1990,c13b2cc30102696d4be8e067a742d650,1386797871,33.417018,-83.950978,0
476560,12/14/2020 13:42,3.55661E+15,"fraud_Feil, Hilpert and Koss",food_dining,1.88,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,12/27/1999,018b02a615ceb73ad29c6e8c69d8d0b1,1387028561,28.87864,-96.22956,0
38820,7/5/2020 2:05,4.46978E+18,fraud_Wiegand-Lowe,grocery_net,32.6,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,11/22/1980,ecd2ff9b438b0cd60c5219b974f47cff,1372989901,42.72058,-70.181605,0
310714,10/17/2020 13:40,4.7642E+15,"fraud_Bins, Balistreri and Beatty",shopping_pos,9.85,Derek,Jones,M,198 Candace Plaza,Diamond,OH,44412,41.0935,-81.0425,2644,Air cabin crew,1/6/1981,c84f0b8eabb15d94a2727b7606a140d3,1382017244,40.121225,-81.523766,0
540024,12/28/2020 14:14,6.51507E+15,fraud_Hammes-Beatty,kids_pets,67.85,Kevin,Pena,M,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,10/15/1990,b3bc818898ad3d57cd1b79584d91015f,1388240097,36.065527,-81.715848,0
271733,9/29/2020 17:39,3.58926E+15,fraud_Morissette PLC,shopping_pos,7.87,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,2/14/1984,93502d421b7bb9e55d5e7f35dcebb073,1380476393,39.842497,-77.883942,0
188547,8/25/2020 22:56,2.13112E+14,fraud_Goyette Inc,shopping_net,1.28,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),6/3/1984,ad8469688549804742862967e26d1ad7,1377471416,33.593835,-82.975504,0
475956,12/14/2020 11:47,3.58929E+15,fraud_Cummings Group,grocery_net,82.53,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",3/5/1972,b142de10c444f70f336164c8c2d5eea8,1387021646,42.919416,-98.419803,0
76512,7/18/2020 3:24,3.43669E+14,fraud_Kunde-Sanford,misc_net,10.56,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,11/16/1949,b4f40c0f9e5de385876dfbe29952ae84,1374117866,34.083623,-79.967049,0
97677,7/25/2020 16:51,3.76445E+14,fraud_Botsford and Sons,home,47.57,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,bfdd2e28088ae75000b73a2defea34fc,1374771075,40.465413,-101.02318,0
521429,12/24/2020 6:16,3.0267E+13,"fraud_Rowe, Batz and Goodwin",grocery_pos,82.44,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,11/21/1976,c0b0b0b9e5e16bd9f45e2ab87314695b,1387865766,36.312413,-76.808189,0
394045,11/23/2020 0:37,4.90468E+15,fraud_Brekke and Sons,gas_transport,45.43,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,57a769464f39457ad0c930f9810ecee8,1385167052,42.743671,-74.136605,0
475931,12/14/2020 11:40,4.95792E+12,fraud_Bartoletti-Wunsch,gas_transport,83.98,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,12/4/1955,3a4ff4aa72b4659fedd220858cc5c13f,1387021255,40.565588,-102.738907,0
434442,12/5/2020 15:20,4.71079E+15,"fraud_Becker, Harris and Harvey",personal_care,4.04,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",12/13/1986,c2d4dc5d9efe343bd5a4a708ea88b88f,1386256838,41.286716,-84.982374,0
44450,7/6/2020 15:45,4.06058E+15,"fraud_Windler, Goodwin and Kovacek",home,80.59,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,11/14/1948,8e391e42f1b2b85858102079cedf737b,1373125515,38.661191,-95.611243,0
520483,12/23/2020 22:05,3.76013E+14,"fraud_Wuckert, Wintheiser and Friesen",home,59.98,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,5/1/1969,69b1723428fe60a33ca00f9e34641751,1387836327,41.168794,-87.81844,0
24307,6/29/2020 14:59,3.46273E+14,fraud_Turner LLC,travel,8.94,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,10/22/1991,cb7782d63907fd4248eb9e8da3c0c70f,1372517941,37.680652,-80.319016,0
34217,7/3/2020 3:38,6.01137E+15,fraud_Emmerich-Luettgen,grocery_net,10.14,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,7/1/1997,72f5094c6cf072362189be527d31c34b,1372822724,39.533953,-78.205145,0
54244,7/10/2020 2:16,2.26674E+15,"fraud_Stroman, Hudson and Erdman",gas_transport,58.68,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/1972,8628eae7ac452e5786635e095238f0f4,1373422610,34.863518,-85.531311,0
259426,9/24/2020 18:05,4.6404E+12,fraud_Nolan-Williamson,kids_pets,11.22,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,6/13/1951,7dea83a991d8a4ecb07a1cf41c742d10,1380045910,30.163391,-91.962757,0
205569,9/1/2020 7:00,3.52457E+15,fraud_Strosin-Cruickshank,grocery_pos,209.33,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,cdd9973d809fe9d94b5d16a8afb3db0f,1378018830,26.703836,-80.390459,0
414457,11/30/2020 18:56,3.59192E+15,fraud_Denesik and Sons,shopping_pos,322.71,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,7/25/1987,04b15f74e89f8f5dce0ee3901db102fa,1385837780,27.695653,-81.508172,0
327111,10/24/2020 19:17,4.62356E+12,fraud_Deckow-Dare,food_dining,4.86,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,7/15/1954,4415647d0e9806012ab5534b7ebb4a0e,1382642224,42.694035,-94.446219,0
53936,7/9/2020 22:57,4.58681E+15,fraud_Howe PLC,entertainment,58.33,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",7/5/1997,21002bceea49e42dbf01bd59ea1266e9,1373410620,32.429625,-80.098835,0
497541,12/19/2020 11:25,4.27723E+15,fraud_Smitham-Boehm,grocery_net,47.59,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,11/10/1955,77e838d688378ad4f60ac73e773725a0,1387452302,46.87395,-103.733716,0
422283,12/1/2020 23:41,6.76299E+11,"fraud_Schumm, McLaughlin and Carter",food_dining,139.86,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,12/10/1971,4b2832bcef788eaed20b0a22567ca556,1385941315,39.320432,-80.095758,0
23938,6/29/2020 13:09,3.53113E+15,fraud_Stamm-Witting,shopping_net,97.74,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",7/13/1975,2d1c44c5c4345c19dc23fcb310d78c00,1372511376,43.070311,-73.348667,0
95522,7/24/2020 17:48,1.80094E+14,"fraud_Streich, Rolfson and Wilderman",kids_pets,28.45,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",9/22/1972,7f2692a1fbe526c339fad518d72a5ec1,1374688110,34.383505,-116.906447,0
381545,11/17/2020 1:09,2.29745E+15,fraud_Padberg-Welch,grocery_pos,134.54,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1/13/1960,679fbadc613e6c37f7a112f0d1e63b4d,1384650556,40.329366,-87.898895,0
533395,12/27/2020 10:58,2.13157E+14,"fraud_Huel, Hammes and Witting",grocery_pos,23.58,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,0bf2777d48fa55ada0d2f360130511a1,1388141893,33.670996,-117.623183,0
